Feature,Label
209.65936056838365,1
80.27209555697279,1
72.55947227375799,1
41.31632723337269,1
209.65936056838365,1
80.27209555697279,1
209.65936056838365,1
91.49974867724868,1
112.69539886267007,1
80.21510283801021,1
115.35769102308485,1
124.74962797619048,1
68.54769212372449,1
96.38119635416666,1
42.697151089891975,1
119.3923721832483,1
108.75918237118633,1
124.74962797619048,1
110.04498058332645,1
121.59126336831584,1
,1
81.34261040438516,1
59.77188949273697,1
108.75918237118633,1
130.70000930059524,1
64.57972609819122,1
48.70991400875547,1
105.96235095130072,1
209.65936056838365,1
127.73755713222789,1
67.13136257035647,1
127.73755713222789,1
49.97344154854443,1
124.70753613945578,1
112.73010336947279,1
82.06925537231385,1
119.3923721832483,1
98.33841903121383,1
90.17701904761904,1
121.59126336831584,1
100.31976114204873,1
100.31976114204873,1
153.38271949404762,1
120.91722470238095,1
77.88875185185185,1
48.70991400875547,1
96.97340679012346,1
35.13178240740741,1
67.13136257035647,1
68.54769212372449,1
113.10140869140625,1
92.7981703125,1
35.13178240740741,1
68.7190330154602,1
82.06925537231385,1
110.0601945980223,1
151.80546044444444,1
72.51536960514233,1
110.0601945980223,1
117.15537654320988,1
151.80546044444444,1
,1
105.17807492492163,1
85.84907147315855,1
41.31632723337269,1
76.70497851851852,1
105.585466908763,1
56.458755967619176,1
105.585466908763,1
112.73010336947279,1
76.70497851851852,1
124.86652935875787,1
105.17807492492163,1
124.86652935875787,1
105.5659943664966,1
80.21510283801021,1
120.91722470238095,1
105.5659943664966,1
112.73010336947279,1
124.86652935875787,1
76.70497851851852,1
117.4441419937902,1
99.19470321637426,1
109.77074880952381,1
50.07527923976608,1
50.07527923976608,1
105.28937339782715,1
64.86089406461308,1
118.27601509353741,1
59.77188949273697,1
77.88875185185185,1
109.77074880952381,1
121.59126336831584,1
66.61834714795009,1
109.77074880952381,1
50.07527923976608,1
105.28937339782715,1
105.28937339782715,1
50.07527923976608,1
109.77074880952381,1
66.61834714795009,1
109.77074880952381,1
105.28937339782715,1
50.07527923976608,1
118.27601509353741,1
48.70991400875547,1
50.07527923976608,1
109.77074880952381,1
99.19470321637426,1
117.4441419937902,1
105.5659943664966,1
120.91722470238095,1
76.70497851851852,1
124.86652935875787,1
112.73010336947279,1
121.59126336831584,1
124.86652935875787,1
102.87684471365638,1
80.21510283801021,1
105.5659943664966,1
105.585466908763,1
58.22171537219357,1
105.17807492492163,1
124.86652935875787,1
76.70497851851852,1
112.73010336947279,1
76.70497851851852,1
105.17807492492163,1
105.585466908763,1
151.80546044444444,1
67.13136257035647,1
77.35057844125305,1
35.12533782282726,1
117.15537654320988,1
110.0601945980223,1
151.80546044444444,1
110.0601945980223,1
92.7981703125,1
113.10140869140625,1
68.54769212372449,1
68.7190330154602,1
,1
35.13178240740741,1
59.77188949273697,1
42.697151089891975,1
77.88875185185185,1
64.86089406461308,1
77.88875185185185,1
120.91722470238095,1
100.1173111111111,1
35.12533782282726,1
100.31976114204873,1
153.38271949404762,1
98.33841903121383,1
119.3923721832483,1
100.31976114204873,1
90.17701904761904,1
85.84907147315855,1
41.31632723337269,1
124.70753613945578,1
112.73010336947279,1
127.73755713222789,1
121.59126336831584,1
209.65936056838365,1
78.30252352880339,1
127.73755713222789,1
105.96235095130072,1
100.1173111111111,1
64.57972609819122,1
96.38119635416666,1
130.70000930059524,1
108.75918237118633,1
85.07613894107405,1
100.1173111111111,1
110.04498058332645,1
119.3923721832483,1
124.74962797619048,1
108.75918237118633,1
,1
68.54769212372449,1
124.74962797619048,1
115.35769102308485,1
78.30252352880339,1
112.69539886267007,1
102.87684471365638,1
80.21510283801021,1
209.65936056838365,1
56.458755967619176,1
91.49974867724868,1
80.27209555697279,1
209.65936056838365,1
80.27209555697279,1
100.1173111111111,1
209.65936056838365,1
96.38119635416666,1
119.42332323554422,1
80.21510283801021,1
112.69539886267007,1
121.59126336831584,1
68.7190330154602,1
91.49974867724868,1
102.87684471365638,1
41.31632723337269,1
124.74962797619048,1
119.3923721832483,1
124.74962797619048,1
115.35769102308485,1
68.54769212372449,1
108.75918237118633,1
130.70000930059524,1
35.12533782282726,1
77.35057844125305,1
110.04498058332645,1
110.04498058332645,1
85.07613894107405,1
115.35769102308485,1
77.35057844125305,1
127.73755713222789,1
105.96235095130072,1
58.22171537219357,1
78.30252352880339,1
102.87684471365638,1
105.96235095130072,1
127.73755713222789,1
127.73755713222789,1
209.65936056838365,1
112.73010336947279,1
124.70753613945578,1
90.17701904761904,1
153.38271949404762,1
115.35769102308485,1
100.31976114204873,1
124.70753613945578,1
67.13136257035647,1
90.17701904761904,1
100.31976114204873,1
119.3923721832483,1
98.33841903121383,1
124.70753613945578,1
,1
35.13178240740741,1
68.7190330154602,1
68.54769212372449,1
113.10140869140625,1
92.7981703125,1
78.30252352880339,1
